BestSquatKg,BestDeadliftKg
137.5,132.5
245.0,255.0
240.4,240.4
360.0,300.0
97.5,110.0
195.0,225.0
192.78,204.12
205.0,205.0
400.0,315.0
92.5,125.0
200.0,235.0
97.5,147.5
117.5,140.0
215.0,260.5
97.52,136.08
97.5,115.0
172.5,180.0
300.0,297.5
235.0,250.0
150.0,195.0
122.5,137.5
162.5,197.5
142.88,154.22
72.5,92.5
337.5,320.0
185.0,172.5
170.1,181.44
190.51,154.22
162.5,235.0
255.0,282.5
245.0,260.0
75.0,115.0
245.0,300.0
65.0,107.5
120.0,132.5
45.0,57.5
92.5,112.5
137.5,155.0
155.0,182.5
100.0,120.0
149.69,170.1
195.0,250.0
160.0,65.0
165.56,158.76
130.0,182.5
208.0,227.5
310.0,310.0
219.99,244.94
149.69,140.61
129.27,151.95
276.69,226.8
215.0,210.0
285.0,260.0
272.16,254.01
275.0,322.5
195.0,232.5
230.0,257.5
257.5,265.0
210.0,215.0
185.0,222.5
175.0,175.0
215.0,225.0
183.7,165.56
105.0,117.5
130.0,130.0
260.0,240.0
240.0,280.0
205.0,237.5
105.0,115.0
300.0,290.0
292.57,290.3
267.5,265.0
135.0,130.0
95.0,112.5
129.27,161.03
117.5,145.0
147.5,197.5
47.5,92.5
185.0,230.0
165.56,208.65
97.5,135.0
165.0,190.0
310.71,288.03
108.9,99.8
136.08,129.27
92.5,117.5
181.44,167.83
204.12,208.65
105.0,140.0
240.0,245.0
245.0,247.5
240.0,270.0
154.22,183.7
177.5,220.0
142.88,176.9
130.0,150.0
192.78,170.1
285.0,302.5
70.0,87.5
226.8,251.74
112.5,142.5
70.0,115.0
165.0,182.5
140.61,154.22
192.5,202.5
230.0,227.5
135.0,130.0
256.28,219.99
112.5,145.0
110.0,145.0
192.5,210.0
192.5,220.0
133.81,117.93
106.59,113.4
105.0,137.5
137.5,160.0
97.52,122.47
165.0,185.0
217.72,233.6
195.0,220.0
150.0,175.0
150.0,187.5
180.0,195.0
120.0,120.0
136.08,161.03
60.0,87.5
242.5,250.0
149.69,158.76
65.0,90.0
105.0,117.5
97.5,120.0
125.0,167.5
97.5,140.0
240.0,277.5
235.0,237.5
102.5,145.0
110.0,150.0
102.5,135.0
192.5,205.0
147.4,199.6
215.0,247.5
367.41,260.82
215.46,247.21
255.0,282.5
204.12,210.92
242.5,240.0
317.51,272.16
154.22,167.83
192.5,222.5
222.26,204.12
328.85,328.85
147.42,124.74
229.1,251.7
215.0,235.0
108.86,142.88
147.5,210.0
192.78,183.7
160.0,185.0
102.06,120.2
95.0,115.0
149.69,167.83
165.56,181.44
102.06,129.27
280.0,275.0
137.5,142.5
65.77,95.25
183.7,151.95
170.1,197.31
81.65,97.52
220.0,225.0
175.0,227.5
142.88,147.42
220.0,230.0
249.48,249.48
97.5,142.5
162.5,210.0
230.0,195.0
175.0,275.0
111.13,131.54
115.0,142.5
180.0,227.5
117.93,161.03
195.0,200.0
185.97,208.65
205.0,240.0
192.5,205.0
260.0,240.0
287.5,237.5
215.0,250.0
106.59,126.55
212.5,220.0
176.9,174.63
247.5,227.5
127.5,165.0
230.0,272.5
210.0,250.0
172.5,197.5
347.5,265.0
154.22,181.44
95.25,142.88
315.0,325.0
244.94,290.3
147.42,181.44
180.0,200.0
149.69,170.1
240.0,275.0
250.0,300.0
227.5,227.5
170.1,183.7
210.0,235.0
385.0,320.0
105.0,140.0
231.33,213.19
410.5,281.23
217.5,225.0
245.0,260.0
97.5,120.0
97.5,147.5
97.5,142.5
190.0,225.0
142.88,142.88
402.5,350.0
227.5,237.5
115.0,140.0
136.08,165.56
235.0,210.0
175.0,225.0
182.5,227.5
162.5,177.5
205.0,205.0
190.51,181.44
172.5,220.0
167.5,207.5
67.5,87.5
80.0,115.0
185.97,176.9
195.0,242.5
147.5,145.0
281.23,288.03
175.0,205.0
175.0,205.0
135.0,197.5
125.0,237.5
145.15,158.76
170.1,192.78
197.31,192.78
250.0,272.5
180.0,205.0
161.03,149.69
165.56,176.9
80.0,85.0
227.5,200.0
230.0,250.0
183.7,176.9
112.5,127.5
120.0,175.0
185.97,222.26
142.88,174.63
170.0,252.5
250.0,240.0
390.0,345.0
240.0,322.5
287.5,295.0
294.84,247.21
249.93,249.93
165.0,217.5
175.0,205.0
125.0,160.0
205.0,222.5
185.0,222.5
215.0,227.5
165.0,205.0
204.12,215.46
290.0,220.0
310.0,275.0
81.65,113.4
249.48,251.74
230.0,235.0
222.5,252.5
192.5,227.5
232.5,227.5
249.48,297.1
197.5,210.0
117.5,147.5
227.5,207.5
120.0,165.0
204.12,183.7
262.5,250.0
108.86,113.4
183.7,179.17
120.0,130.0
110.0,150.0
215.0,245.0
210.0,212.5
222.5,255.0
250.0,250.0
177.5,245.0
188.24,195.04
192.5,230.0
180.0,217.5
225.0,205.0
67.5,85.0
172.37,233.6
165.0,160.0
142.5,125.0
220.0,235.0
136.08,158.76
117.5,142.5
212.5,222.5
65.0,90.0
185.97,185.97
210.0,230.0
140.0,155.0
210.0,235.0
307.5,290.0
174.63,206.38
247.5,255.0
175.0,187.5
122.47,158.76
285.0,295.0
260.0,272.5
158.76,158.76
70.31,97.52
138.35,136.08
272.16,260.82
183.7,190.51
215.46,249.48
230.0,230.0
100.0,110.0
65.0,110.0
127.01,124.74
224.53,181.44
112.5,152.5
187.5,180.0
208.65,192.78
136.08,181.44
290.3,278.96
163.29,131.54
200.0,235.0
195.0,210.0
151.95,181.44
142.5,137.5
237.5,302.5
150.0,195.0
210.0,230.0
210.0,192.5
225.0,230.0
231.33,274.42
75.0,105.0
247.5,317.5
185.0,185.0
213.2,231.3
233.6,258.55
120.0,135.0
190.0,220.0
220.0,225.0
85.0,100.0
70.31,92.99
145.0,130.0
80.0,115.0
165.56,154.22
180.0,187.5
227.5,250.0
167.5,205.0
160.0,200.0
222.26,238.14
110.0,137.5
172.5,167.5
158.76,170.1
118.0,163.0
190.0,257.5
190.51,192.78
190.0,220.0
127.5,142.5
60.0,100.0
180.0,215.0
90.0,115.0
205.0,272.5
204.12,231.33
262.5,285.0
110.0,150.0
217.5,217.5
80.0,100.0
192.78,174.63
127.5,142.5
182.5,182.5
125.0,190.0
210.92,204.12
97.5,132.5
192.78,210.92
104.33,122.47
185.0,257.5
172.5,242.5
220.0,247.5
165.0,185.0
113.4,113.4
150.0,190.0
215.46,208.65
245.0,250.0
231.33,249.48
174.63,188.24
85.0,115.0
125.0,162.5
170.1,185.97
205.0,217.5
294.84,249.48
256.28,224.53
140.0,180.0
122.5,127.5
61.23,106.59
145.0,165.0
220.0,202.5
210.0,230.0
67.5,97.5
245.0,265.0
82.5,110.0
140.0,170.0
232.5,250.0
113.4,174.63
237.5,220.0
205.0,265.0
147.42,165.56
142.5,197.5
195.04,263.08
142.88,199.58
102.5,120.0
185.0,215.0
270.0,225.0
177.5,232.5
152.5,140.0
238.14,281.23
110.0,140.0
136.08,217.72
179.17,179.17
190.51,172.37
97.5,122.5
175.0,165.0
85.0,107.5
195.0,210.0
120.0,147.5
220.0,177.5
130.0,142.5
170.0,190.0
208.65,188.24
185.0,242.5
108.86,120.2
102.06,113.4
260.0,240.0
292.5,295.0
270.0,240.0
265.0,282.5
195.0,190.0
192.5,230.0
145.0,135.0
120.2,147.42
151.95,163.29
240.4,249.48
275.0,250.0
97.5,117.5
172.5,215.0
62.5,67.5
192.5,200.0
170.0,212.5
188.24,188.24
133.81,136.08
385.0,250.0
190.51,183.7
115.0,142.5
255.0,290.0
95.0,120.0
181.44,217.72
47.5,85.0
125.0,170.0
225.0,265.0
155.0,210.0
197.5,200.0
185.0,185.0
97.5,130.0
102.5,115.0
75.0,105.0
92.5,115.0
238.14,288.03
110.0,115.0
160.0,170.0
117.5,127.5
247.5,227.5
82.5,125.0
182.5,265.0
160.0,210.0
162.5,187.5
185.0,215.0
205.0,210.0
154.22,183.7
187.5,247.5
182.5,205.0
195.0,180.0
258.55,226.8
160.0,250.0
192.5,225.0
81.7,104.3
327.5,275.0
202.5,230.0
124.74,156.49
202.5,240.0
165.56,142.88
172.37,147.42
110.0,130.0
79.38,102.06
83.91,113.4
140.0,175.0
172.5,205.0
215.0,237.5
265.35,233.6
242.5,210.0
165.56,181.44
120.0,152.5
135.0,177.5
136.08,172.37
142.9,174.6
272.5,280.0
110.0,120.0
97.5,130.0
155.0,165.0
180.0,217.5
127.5,152.5
185.0,227.5
190.51,185.97
85.0,110.0
275.0,342.5
230.0,272.5
125.0,145.0
147.5,150.0
180.0,207.5
127.01,102.06
195.0,200.0
242.5,290.0
150.14,217.27
110.0,145.0
220.0,215.0
195.0,232.5
367.5,342.5
117.9,124.7
137.5,162.5
192.78,219.99
317.51,267.62
240.0,205.0
120.0,155.0
132.5,150.0
45.0,72.5
204.12,204.12
260.82,292.57
187.5,210.0
100.0,110.0
107.5,140.0
250.0,275.0
272.5,292.5
192.78,147.42
135.0,165.0
207.5,227.5
120.0,145.0
110.0,155.0
115.7,129.3
252.5,310.0
175.0,260.0
183.7,176.9
72.5,92.5
190.51,190.51
197.31,213.19
227.5,257.5
205.0,212.5
132.5,162.5
181.44,195.04
206.38,192.78
160.0,220.0
172.5,232.5
227.5,255.0
190.0,220.0
129.27,149.69
215.0,227.5
135.0,185.0
90.0,110.0
57.5,87.5
142.88,172.37
165.56,197.31
137.5,170.0
408.23,299.37
305.0,320.0
275.0,307.49
203.0,238.0
206.38,213.19
88.5,156.5
190.0,185.0
155.0,155.0
81.65,99.79
120.0,145.0
235.0,240.0
147.5,172.5
275.0,280.0
175.0,225.0
251.74,281.23
167.5,182.5
187.5,227.5
182.5,215.0
219.99,192.78
95.0,140.0
85.0,90.0
235.0,262.5
127.5,155.0
210.0,250.0
107.5,125.0
205.0,260.0
102.5,155.0
175.0,200.0
204.12,199.58
160.0,207.5
152.5,182.5
107.5,152.5
97.52,104.33
100.0,112.5
217.5,260.0
132.5,132.5
75.0,100.0
250.0,290.0
102.06,127.01
207.5,262.5
197.5,265.0
122.47,147.42
165.56,217.72
190.0,207.5
